,timestamp,mg_0_renewable,mg_0_load,mg_1_renewable,mg_1_load,mg_2_renewable,mg_2_load,mg_3_renewable,mg_3_load
733030.8125,0.31732515904080677,0.31732515904080677,-0.8674148419681047,0.4043633642702086,-0.8727936798707048,0.29685127841718695,-0.9065550894828975,0.2339966328416496,-0.9336740805145546
733030.8333333334,0.404569873986297,0.404569873986297,-0.8622310746383868,0.3019970549495226,-0.8673714104846384,0.1306760573100158,-0.917634294188063,0.07573612799533998,-0.9340208900491798
733030.8541666666,0.4619842685600258,0.4619842685600258,-0.8034713854999023,0.28895630222723584,-0.8416206961972937,0.07789359206796624,-0.8607363013849999,0.02466469246844094,-0.8597816692961328
733030.875,0.46346631350279355,0.46346631350279355,-0.7730094197338855,0.527818516323782,-0.804830279402462,0.008178794440776554,-0.8528366131099321,0.011244132618611378,-0.8777115033772342
733030.8958333334,0.49547800517947443,0.49547800517947443,-0.7877926434263004,1.433434403104666,-0.7788349263813693,0.00260030581126691,-0.8143094812233873,0.0034719912962364353,-0.8538591725959983
733030.9166666666,0.6772502556048079,0.6772502556048079,-0.7663917987450469,0.7283285393991028,-0.779488461259662,0.0016457725574552425,-0.8159172079093463,0.0026681609628166777,-0.8340945260012799
733030.9375,0.24912608370779785,0.24912608370779785,-0.7161428936053742,0.723816473104077,-0.7186015024456262,0.0011084897096708445,-0.7465558899175793,0.0026960552041530245,-0.7783177639363722
733030.9583333334,0.11356109806516568,0.11356109806516568,-0.6894353246866987,1.2647307456379053,-0.7267199084115983,0.0013223574112080215,-0.7314689547859637,0.002271569059545523,-0.7812376067136317
733030.9791666666,0.14574909278733378,0.14574909278733378,-0.6557708771074134,0.5041533120470939,-0.6937836830339691,0.0010820989403830458,-0.7342317834852868,0.0020286017649813605,-0.7238586298056146
733031.0,0.132887598344722,0.132887598344722,-0.6144303438523743,0.1451394322257373,-0.634520228697693,0.0014956620288709532,-0.638086621145611,0.0018787390221787054,-0.6753449095632155
733031.0208333334,0.15490801263666987,0.15490801263666987,-0.591093900939678,0.10169893560164324,-0.6127074043133146,0.0016894697783000276,-0.6524989146194012,0.001624878221608296,-0.6505056728515829
733031.0416666666,0.20539362014400453,0.20539362014400453,-0.538153081966984,0.29651989745052904,-0.5937232932227589,0.0026681362067980897,-0.6213400833219667,0.0015878580393895272,-0.6419397351085285
733031.0625,0.12725473935496465,0.12725473935496465,-0.5258040116301557,0.5797093927370751,-0.5529181553161712,0.002726693830269606,-0.5856478187527149,0.0011725813456571585,-0.586468128820583
733031.0833333334,0.039490081051883445,0.039490081051883445,-0.5398548200448999,0.7287198624712755,-0.5821167364647801,0.002563187338051942,-0.5810067687944974,0.0018447845739101973,-0.6273050689553102
733031.1041666666,0.0,0.0,-0.5423873131611536,0.19092281527267366,-0.5619694207790029,0.00235282339872288,-0.604833689708755,0.0015179340905365738,-0.6006663764164429
733031.125,0.0,0.0,-0.5564356174883366,0.1594890621869286,-0.5716919629419316,0.001948210421768901,-0.5952033981143404,0.0006990586840635172,-0.6126354444541084
733031.1458333334,0.0,0.0,-0.5594599164104568,0.3113837586534025,-0.5775106660509092,0.002032677641609906,-0.6030693343025417,0.0021946764631465437,-0.6503501999488456
733031.1666666666,0.0,0.0,-0.5629019004872565,0.1092730125507915,-0.5646725666567166,0.0021254628578472627,-0.5900384375055727,0.002591498309511517,-0.6157335596718522
733031.1875,0.0,0.0,-0.5563246495628046,0.27570912611824244,-0.5636812706743598,0.00204579945422248,-0.5876131700100645,0.0019029358160839057,-0.6112917144656755
733031.2083333334,0.05321482299192514,0.05321482299192514,-0.5227570039444481,0.18488828561434775,-0.5636768867301345,0.0022076423165244626,-0.5894449930438341,0.001780580864694264,-0.6211708146533507
733031.2291666666,0.21173716630062434,0.21173716630062434,-0.5787045725533346,0.18832380838698443,-0.5761092210655563,0.002077151546124021,-0.5939650882998311,0.0020536273863452615,-0.6441708018632971
733031.25,0.3562207491143476,0.3562207491143476,-0.5592431878310257,0.8503859401692487,-0.5725315846120915,0.004170577108804125,-0.5868201652570285,0.0027131874139087915,-0.6147082047096033
733031.2708333334,0.5530896846758692,0.5530896846758692,-0.5644004551181594,0.8627154345141216,-0.5877912250776849,0.0,-0.5804388949893452,0.015630551797931942,-0.6137888951988527
733031.2916666666,0.7392787148802631,0.7392787148802631,-0.5883081624307535,0.49086378371934525,-0.6183391001562509,0.0,-0.656825996956145,0.04220673077649542,-0.6883265445616836
733031.3125,0.9824840224583979,0.9824840224583979,-0.602124441224098,0.37460402792019376,-0.6600526021294985,0.10674100148064687,-0.6673565300022034,0.0760842960477888,-0.7024134821485439
733031.3333333334,1.1299193914202708,1.1299193914202708,-0.6210042277769906,0.3091415476737967,-0.6332801074063703,0.27348008038615446,-0.6665096172616947,0.24206637240131734,-0.6830634900318522
733031.3541666666,2.0,2.0,-0.658676964863273,0.31810735503930493,-0.6702531576142915,0.46013904381993687,-0.6889590899439549,0.4068297555347603,-0.7261233754597637
733031.375,2.0,2.0,-0.6414783619310254,0.294247236929626,-0.6979362234236698,0.6556144434867208,-0.712951395222899,0.5036162237017889,-0.7439040418645423
733031.3958333334,2.0,2.0,-0.683406140465918,0.23914430551208185,-0.7030455913561459,0.8559471861637455,-0.7039507688128392,0.5528838791842104,-0.7624281568920891
733031.4166666666,2.0,2.0,-0.6862334299573429,0.2816038600942032,-0.6915099056894883,1.0522914621201638,-0.7264954553621379,0.6831179377786919,-0.7295540286494182
733031.4375,2.0,2.0,-0.6985706822084671,0.37107958901187504,-0.7187174251436246,1.260591039481484,-0.7459561314934424,1.0725768171827306,-0.7509143626440763
733031.4583333334,2.0,2.0,-0.6937255205889676,0.32217573717597336,-0.7077850142525559,1.5186345397813639,-0.7541573032768005,1.3925011352636028,-0.7607753669952524
733031.4791666666,2.0,2.0,-0.6676102799165536,0.2816398680562978,-0.7019091031922305,1.6590648888579353,-0.7121516166299466,1.6096814340980006,-0.7645244658843647
733031.5,2.0,2.0,-0.6471067287380663,0.2865765024234635,-0.684041756432516,1.7578076748016525,-0.7048852155760146,1.2068443070691377,-0.7215518009391946
733031.5208333334,2.0,2.0,-0.6304153736796924,0.31736422088376914,-0.6815831654042361,1.6479484977334136,-0.686400943596322,0.8499903723646605,-0.7166098123177634
733031.5416666666,2.0,2.0,-0.6524192834340202,0.261204996089097,-0.6861345053799109,1.4981316903761772,-0.7009395928217077,0.857363934691556,-0.7333365600254576
733031.5625,2.0,2.0,-0.6620690421941552,0.23203188559925575,-0.7085976890356935,1.2160266364210437,-0.7003162873329954,1.313754011072081,-0.7399695042070233
733031.5833333334,2.0,2.0,-0.6946893034168913,0.22943294966485667,-0.6963544844123271,0.9661236264524158,-0.727890388451207,1.4780768851051327,-0.7513906536536377
733031.6041666666,2.0,2.0,-0.7021725888786539,0.23844936722774898,-0.7267886253599523,0.9635601630518597,-0.7307567612416047,1.5325933781812067,-0.778640466177223
733031.625,2.0,2.0,-0.6749666427322695,0.2237049634884871,-0.6971410321250235,1.0222249070140392,-0.7128752987515566,1.4307249956801789,-0.7450209581730991
733031.6458333334,2.0,2.0,-0.6919340401600719,0.144201966626886,-0.7175941894837576,1.5086237705640362,-0.733276407091706,1.6276501794379474,-0.7560316588842747
733031.6666666666,2.0,2.0,-0.681879362399456,0.06752181089855674,-0.7377456861577345,1.474796264224297,-0.7384017699102956,1.3873830170530217,-0.7735038865758678
733031.6875,2.0,2.0,-0.6663962064549797,0.020976556613174564,-0.6879260626405178,1.4294205185378768,-0.7157453177808666,1.2093232439436503,-0.7456764689887779
733031.7083333334,2.0,2.0,-0.6832148689780999,0.0,-0.708382819906694,1.2160528524472038,-0.7329006354454197,0.9709246771348932,-0.7329908624543392
733031.7291666666,2.0,2.0,-0.7739278814303082,0.0,-0.7959370377139924,1.021552100267919,-0.7993646796203073,0.6818564646033073,-0.8153219888647684
733031.75,2.0,2.0,-0.846636709065681,0.0,-0.8666255343426488,0.8283161654909098,-0.900810804207951,0.5599911159197475,-0.9087877443013737
733031.7708333334,2.0,2.0,-0.8299521971186877,0.0,-0.8903729903277566,0.6323554656872369,-0.8970915877077529,0.6125239273634769,-0.9062876785883058
733031.7916666666,2.0,2.0,-0.8839939101677432,0.0,-0.8871856804809659,0.4355786054015841,-0.9249949932731646,0.4368424519561203,-0.9467167253245945
733031.8125,2.0,2.0,-0.8531571648606198,0.06839602897334064,-0.8922410913688598,0.24904595085168446,-0.9056577797108932,0.23153690813304795,-0.939091751110497
733031.8333333334,2.0,2.0,-0.8773110300288633,0.0,-0.8965110445913816,0.09791667726980749,-0.9044250844947028,0.07597164635109364,-0.9361256120750481
733031.8541666666,2.0,2.0,-0.810867298367825,0.0,-0.8289099504693765,0.01121953668768459,-0.8490131887130976,0.0,-0.8798099901315585
733031.875,2.0,2.0,-0.802397617562362,0.025946552327086453,-0.7931973197961917,0.003709126763215466,-0.8542355999472986,0.01209781389766707,-0.8662997101314799
733031.8958333334,2.0,2.0,-0.7558065453461295,0.0251253501678429,-0.7676288988050941,0.004106054274613762,-0.8074369718954337,0.002277888244936848,-0.8063770460952283
733031.9166666666,2.0,2.0,-0.7574080250451387,0.03112724141618071,-0.7979612499817298,0.002794967643337259,-0.8223319237619178,0.0018083542023228224,-0.8086242349950258
733031.9375,2.0,2.0,-0.7023313312857514,0.06696966449263617,-0.7358872382788226,0.0025386593815470075,-0.7539743789851021,0.0021557604519293373,-0.7995267636884374
733031.9583333334,2.0,2.0,-0.6587209779761032,0.15186951958145192,-0.7126360465652916,0.00231642408778494,-0.7430675502007928,0.0011467006228382682,-0.7469808177734341
733031.9791666666,2.0,2.0,-0.62263254431474,0.24920083951662544,-0.6496828756121675,0.002277696083781573,-0.7042444888583296,0.0017374742740897168,-0.7181132250539252
733032.0,2.0,2.0,-0.5656747368665161,0.27792098550066496,-0.6021476324567288,0.002034603279828287,-0.6237285000975187,0.0019078427278018235,-0.6430463105284708
733032.0208333334,2.0,2.0,-0.5595296931266565,0.15782744189276537,-0.585275357992274,0.002289070735704731,-0.6142150043490198,0.0019635218616430436,-0.6288856097654194
733032.0416666666,2.0,2.0,-0.5409006063230949,0.029079373324315958,-0.5846473047810335,0.0023920949883155444,-0.6016652789502612,0.0020411273792393875,-0.6178258152356944
733032.0625,2.0,2.0,-0.5597596792689408,0.0,-0.5832556935540036,0.002025472385969638,-0.5863204318192902,0.0016693911933496812,-0.629848524117747
733032.0833333334,1.5407616987175052,1.5407616987175052,-0.5649536641270866,0.0,-0.5942816373427237,0.002187616952698615,-0.608146980196785,0.001923410617802692,-0.6177438323290647
733032.1041666666,1.417423421511407,1.417423421511407,-0.5120963146907724,0.0,-0.5461929887477424,0.0028324519798357795,-0.5673624967043567,0.0017662502716859138,-0.5910630287310058
733032.125,1.222383251597049,1.222383251597049,-0.5352626843571894,0.0,-0.58483014648634,0.0017510448123014154,-0.6191243044922298,0.0017106796700323635,-0.6227920411122355
733032.1458333334,1.142472601003446,1.142472601003446,-0.5592378126896982,0.0,-0.5547081305212931,0.002410192763956949,-0.589638930745897,0.0012498138115149629,-0.6182407514352816
733032.1666666666,1.4343690846115134,1.4343690846115134,-0.550587639772038,0.0,-0.5701108186069684,0.0024621518324737723,-0.616055343709992,0.0014651650521693728,-0.6310678417122666
733032.1875,0.9345166494846029,0.9345166494846029,-0.5366183632863738,0.28892879742953403,-0.5686368604498448,0.0021202851196209967,-0.6039353144266916,0.0017669634556531058,-0.606082872824503
733032.2083333334,0.4525372451177834,0.4525372451177834,-0.5263675309340632,0.4456045032464886,-0.555654918474492,0.0028291445319365035,-0.5850954561188143,0.0018176158032421645,-0.6141934407604495
733032.2291666666,0.40552431200930905,0.40552431200930905,-0.5544302615220965,0.6151394624112839,-0.5518798849143717,0.0018903258038722526,-0.6123889137717968,0.0012610371571322128,-0.6125479149825479
733032.25,0.0969525962042751,0.0969525962042751,-0.5424122778156839,0.47595158438177926,-0.5844238364370126,0.003945438422471926,-0.588790929731016,0.0019674110683138677,-0.6331130724675224
733032.2708333334,0.1967460291863841,0.1967460291863841,-0.5653234105138235,0.3129978336364206,-0.5946538578052004,0.01985595669795291,-0.6153823762545293,0.0,-0.6213720305823998
733032.2916666666,0.4291262270943846,0.4291262270943846,-0.6070381578758878,0.5482931402550633,-0.6168613357608248,0.05647279805659592,-0.6424158095175292,0.0,-0.660140375639173
733032.3125,0.517288100456729,0.517288100456729,-0.6411355685371978,0.46822392009502933,-0.6572469398222986,0.14262464692713384,-0.6722847801258127,0.12731763946102287,-0.6849075081143812
733032.3333333334,0.4875914650424167,0.4875914650424167,-0.6000248883605139,0.7287707034088662,-0.6214173652347088,0.2790744931273747,-0.6407059513345338,0.24006392839321297,-0.6622366555409223
733032.3541666666,0.8797243916709655,0.8797243916709655,-0.6757642701328559,0.5104978754605106,-0.6864147857825016,0.5316163747046753,-0.7240279048612188,0.4211719432869091,-0.7470656084329013
