,timestamp,mg_0_renewable,mg_0_load,mg_1_renewable,mg_1_load,mg_2_renewable,mg_2_load,mg_3_renewable,mg_3_load
733029.0,0.07828863660382124,0.07828863660382124,-0.5866170870059731,0.3482924749016181,-0.600168778839972,0.002181531992132142,-0.6326239310052535,0.0008379302791773555,-0.642394234142471
733029.0208333334,0.14218452819171581,0.14218452819171581,-0.5863582154379925,0.23623560138384417,-0.6029898438009157,0.0021445415569985257,-0.6339290701054262,0.0012545552385363477,-0.6437306758180557
733029.0416666666,0.17466935061683841,0.17466935061683841,-0.5404148331253449,0.18516124326282965,-0.5856871484817493,0.002241534744107683,-0.6046239158689259,0.0015241397011894616,-0.6388852360431267
733029.0625,0.16210939271040936,0.16210939271040936,-0.542860362669251,0.16690052779648995,-0.5867754640825827,0.002332785702014167,-0.6101938090077842,0.0009465413663031145,-0.5993575982033219
733029.0833333334,0.33825525544025004,0.33825525544025004,-0.530051457679682,0.23518606164169584,-0.5547753662111922,0.0019546781929489295,-0.5851224936582635,0.0013857101021505025,-0.6291015801471007
733029.1041666666,0.4094364071445995,0.4094364071445995,-0.5140216540732082,0.3251454523783559,-0.532918987426192,0.0018001705867559793,-0.5863696640835262,0.0015819178796316557,-0.6075263762829518
733029.125,0.3175987990917619,0.3175987990917619,-0.5047198977712086,0.39742193271558335,-0.555150968157356,0.0021043939962363035,-0.5435391803199775,0.0018647703128098234,-0.5952662510333524
733029.1458333334,0.36231203758393127,0.36231203758393127,-0.5025496858277168,0.5100689687393667,-0.5477153830613101,0.002022261163228027,-0.5684256322907701,0.0016843845243995255,-0.6008211590348865
733029.1666666666,0.5224196807098087,0.5224196807098087,-0.5219482350201485,0.7972320706600212,-0.5587073648826363,0.001976443605602617,-0.5748402757674458,0.00201740569345308,-0.5944860118521647
733029.1875,0.5039670514271463,0.5039670514271463,-0.5242396249412306,1.2449909810959683,-0.5479473470535412,0.0021089492118974073,-0.5520565291829347,0.0015570250788559605,-0.5968334517291332
733029.2083333334,1.076741838036647,1.076741838036647,-0.5135036819562022,1.6598418777982287,-0.5490954234165465,0.002213081337777284,-0.5563650521735636,0.00254927533192491,-0.5960963883303272
733029.2291666666,0.8096999030971801,0.8096999030971801,-0.5287596333074087,1.777008960984729,-0.5579538537975923,0.0021651431021013946,-0.572396852512647,0.0024757156327163497,-0.5950453009845108
733029.25,1.1544697316683594,1.1544697316683594,-0.5216560270485269,1.6344223843437176,-0.5510906303602875,0.0023459127203976113,-0.5908617079035058,0.0024223436950699274,-0.5954947025083001
733029.2708333334,1.2190489622209653,1.2190489622209653,-0.5682416260356198,1.3931074957424097,-0.5877438049565185,0.006235865236038226,-0.582904203395619,0.015487867208405224,-0.6082647416002791
733029.2916666666,0.9811555323179433,0.9811555323179433,-0.535639458400703,1.6298510373852788,-0.5887033521675605,0.017004093886108244,-0.6043701336615465,0.04874583721889752,-0.6170088859324482
733029.3125,1.0085900986342768,1.0085900986342768,-0.6475411920326858,1.3723612892688573,-0.6688421470364637,0.03567841559287089,-0.7000729062095586,0.11436709619114957,-0.7219956379629424
733029.3333333334,1.2790268113938528,1.2790268113938528,-0.5792427769541685,1.4438714097609333,-0.5995176672506951,0.0464012781969392,-0.6332476820241414,0.18760912898045964,-0.6561772589968604
733029.3541666666,1.1173235919740196,1.1173235919740196,-0.6494667830986721,1.593281843404367,-0.6750689057211589,0.12574496139571226,-0.7084420699708543,0.3313493737096387,-0.7266406230695328
733029.375,1.71153328712122,1.71153328712122,-0.6440348363316648,1.9987666758733496,-0.6617309290450571,0.1719112877577084,-0.6888236352102205,0.34414259095019917,-0.730059527065839
733029.3958333334,2.0,2.0,-0.6655444245873986,2.0,-0.7139759950425393,0.1751928187905683,-0.7184754445682272,0.434909755910499,-0.7403431226663029
733029.4166666666,1.9230745726375764,1.9230745726375764,-0.6890186196314007,2.0,-0.7187339255732286,0.25835927973613787,-0.7441871526278476,0.8979681112831442,-0.7562549490833677
733029.4375,2.0,2.0,-0.691682453949291,1.8480835970209097,-0.6903368875952178,0.33663770281171945,-0.735912838362876,0.8526585640659371,-0.7411847914303601
733029.4583333334,2.0,2.0,-0.6839319469945068,2.0,-0.7027995645313085,0.33239354371872604,-0.7464032405939631,0.6235189207970399,-0.7472317441216303
733029.4791666666,2.0,2.0,-0.7102577666937041,2.0,-0.7156084119954748,0.23313919794652666,-0.7643729459452414,1.3905025052630744,-0.790701281814869
733029.5,2.0,2.0,-0.6819833582909337,1.993074320470176,-0.678385380202402,0.3026364707088189,-0.7261789773315295,1.4619260423890097,-0.7305272907035981
733029.5208333334,2.0,2.0,-0.665330750000922,1.571240861422599,-0.6899272207859583,0.5009995231983185,-0.7173544208943361,0.881651942276891,-0.7187490395841429
733029.5416666666,2.0,2.0,-0.6173810588231465,1.12464326817153,-0.6572942665794663,0.6920697314721183,-0.6992292514050135,1.4458092514196386,-0.7121321711754584
733029.5625,2.0,2.0,-0.6662393586391498,1.4975839744648214,-0.7008575560912135,0.6596891120984988,-0.7186860981517519,1.0981985993774184,-0.7742370829298908
733029.5833333334,2.0,2.0,-0.6801142598676942,1.2895468244669217,-0.7051727592538616,0.4676794345807563,-0.7262726190493842,1.8138740231364896,-0.7496229213564938
733029.6041666666,2.0,2.0,-0.7157285692363164,1.7949060478603103,-0.7111698373914217,0.6053040495565234,-0.7264999698357348,1.807156829536828,-0.7538613908335501
733029.625,1.9880566708796283,1.9880566708796283,-0.6724638038418372,1.5456684985175693,-0.7180220005192096,0.7023347232710986,-0.7182726684320132,1.722259337628427,-0.754105215771835
733029.6458333334,2.0,2.0,-0.6569924387750091,1.2220948040763628,-0.6784058044218787,0.7907897822802024,-0.7287221241369207,1.644530404825838,-0.7234288106149618
733029.6666666666,2.0,2.0,-0.7031700630698664,1.144975279760058,-0.7107919895693613,0.48708762239866044,-0.720813382942627,1.5345934925804088,-0.7605471926475716
733029.6875,2.0,2.0,-0.6927620187231325,1.2544441466018101,-0.714886013045595,0.42753098791871863,-0.7553235068521641,1.3997443026573324,-0.7783300712616991
733029.7083333334,1.8992083989081314,1.8992083989081314,-0.6856132917890527,1.0714559335941252,-0.7136978612380204,0.3243238603082694,-0.7324090205009248,0.5752093076495373,-0.7627841271881207
733029.7291666666,2.0,2.0,-0.73195249370819,1.1151317346460117,-0.7585600648692715,0.2174801888924112,-0.7852518880084257,0.8855121441062732,-0.8130837065148214
733029.75,2.0,2.0,-0.8399305053540742,0.6849063043628816,-0.8486977147173423,0.18890285306929044,-0.8727614144197374,0.8192282216932492,-0.8918640940287212
733029.7708333334,2.0,2.0,-0.8596574539538109,0.7421669994063866,-0.8761530861754067,0.20999042116675876,-0.8871295785984242,0.6159512135316881,-0.9036909137769981
733029.7916666666,2.0,2.0,-0.8287530906343056,0.9791044714169684,-0.8591847009111326,0.19394671309508812,-0.8841909761888259,0.42736905424164834,-0.9269567621288003
733029.8125,2.0,2.0,-0.8568037057359045,1.3136784567881832,-0.8662095187130886,0.14573243762890734,-0.907663017911627,0.2349308195448195,-0.9038996857464147
733029.8333333334,2.0,2.0,-0.8512057896206671,1.00222576460412,-0.8480829289202613,0.07879660720484978,-0.888321376248234,0.1096704048293137,-0.9041364278167441
733029.8541666666,2.0,2.0,-0.8141412442395332,0.9798712095321529,-0.8322195492684077,0.041398449693230394,-0.832169223164243,0.0,-0.8844842942262119
733029.875,2.0,2.0,-0.7805551994554675,0.8807846848423914,-0.8279192090148328,0.013086591925180378,-0.8354891932982479,0.013123403177228677,-0.8496739769209558
733029.8958333334,2.0,2.0,-0.7875016784911869,0.8123295208938225,-0.7970252209897297,0.002106113881441476,-0.8147647828846551,0.0020063918371233413,-0.8341218917509486
733029.9166666666,2.0,2.0,-0.733138330461629,0.90090666414494,-0.7848655864977513,0.0014041419857297565,-0.7791558187748212,0.001187065581406054,-0.8032771697485841
733029.9375,2.0,2.0,-0.7312613855484342,0.9053804560289374,-0.7545571332134275,0.0010307952215840891,-0.7961828486638334,0.001235991148342548,-0.7903817123460475
733029.9583333334,2.0,2.0,-0.7033804639103972,0.8986168414398903,-0.7158897850283945,0.0010019190133775412,-0.7448954125435122,0.0014487638798610898,-0.7717220640561056
733029.9791666666,2.0,2.0,-0.6522006870100481,0.8385481219533949,-0.6698284004868494,0.0009397524964345656,-0.701973940922849,0.001320648685614892,-0.7164579850985806
733030.0,2.0,2.0,-0.5957101049054884,0.9755477023456789,-0.6251643960399769,0.0009041680027743707,-0.6637194711011344,0.0018681121699055414,-0.664154711015629
733030.0208333334,2.0,2.0,-0.5668265147372619,0.7806660094323005,-0.6213290062857051,0.0008600386073860866,-0.6217614115989726,0.0019409485387439627,-0.633323034493962
733030.0416666666,2.0,2.0,-0.5340160187791017,0.8067848839737075,-0.5805933811373356,0.0007464897944566073,-0.5923926770322622,0.0021706768365292255,-0.6303053993063737
733030.0625,2.0,2.0,-0.5447204308634459,0.9183731626836894,-0.5717422942325913,0.00048655164202456616,-0.60188983502512,0.0021911059642930244,-0.5972126053298423
733030.0833333334,1.867663693960309,1.867663693960309,-0.5147349036016502,1.1647615851466862,-0.5500002048324162,0.0007787470826090244,-0.5926831789440428,0.00206002301289591,-0.5934010566541534
733030.1041666666,1.5409007525455858,1.5409007525455858,-0.5257220176043281,0.7817346215364572,-0.5592210338160667,0.0008592371743556344,-0.5842174901629723,0.002295355916388464,-0.5922170134330584
733030.125,1.54533160597063,1.54533160597063,-0.516794093380214,0.6606430895866281,-0.5554377955246,0.000985696146931148,-0.5839905511074202,0.0016056370198362067,-0.5845051747948063
733030.1458333334,1.6556074422894458,1.6556074422894458,-0.5194259025063087,0.8492747589678069,-0.5449085598402615,0.0010640338175454999,-0.6020972381006015,0.0023566820514254,-0.6071705908347189
733030.1666666666,2.0,2.0,-0.5294659201552336,0.8949850250002257,-0.5546597055909722,0.0007223496686675554,-0.5769447808534888,0.002029854561302133,-0.598818547436529
733030.1875,1.9683023961000095,1.9683023961000095,-0.5208061199567056,1.057620162410147,-0.578035826727491,0.0013269565670741776,-0.5797367365583218,0.0021728200370004684,-0.6054095949985185
733030.2083333334,1.8652780117007122,1.8652780117007122,-0.5340187016952885,1.184608396316488,-0.5561096307883847,0.0012258104207059199,-0.588208959416634,0.002024631336484482,-0.5875005449521573
733030.2291666666,2.0,2.0,-0.5489191358442363,1.184514569704368,-0.5539384522555206,0.0012758031077347927,-0.58860166534623,0.002253115694392971,-0.6247542635222451
733030.25,2.0,2.0,-0.5102493538404151,1.3180401419540644,-0.5644578124881084,0.004826496886920191,-0.5787488827979466,0.0021787743478638346,-0.583368645634346
733030.2708333334,2.0,2.0,-0.5397007559706776,1.8162969573695018,-0.5573606456578643,0.03440152480380412,-0.6107205748402507,0.007564952044874509,-0.6113022095626658
733030.2916666666,2.0,2.0,-0.563830643930775,2.0,-0.5884031683755184,0.0783962358159702,-0.6150250666997521,0.02091461719576859,-0.618110433574149
733030.3125,2.0,2.0,-0.6271450279810772,1.904849923781899,-0.6561014496357778,0.1372199200565257,-0.6715477469574578,0.07904645157507988,-0.6933861805215848
733030.3333333334,2.0,2.0,-0.5753712342466717,1.6990944073839533,-0.6352058507673778,0.2523692519277003,-0.6245976308618904,0.22689098627446946,-0.6711751092374695
733030.3541666666,2.0,2.0,-0.6443146511134111,2.0,-0.6719853319285699,0.4402993090506739,-0.6783741409917553,0.36000302740437634,-0.7150478820432304
733030.375,2.0,2.0,-0.6706023777363206,2.0,-0.7020573114284065,0.6300327909088378,-0.7137913960037614,0.5669080579304873,-0.723811810386109
733030.3958333334,2.0,2.0,-0.6943547843099416,2.0,-0.6993684029365514,0.9110616973946997,-0.740102317205684,0.5630096740211478,-0.7657859222997144
733030.4166666666,2.0,2.0,-0.6787666249999144,2.0,-0.7060043426556294,0.9645507461807528,-0.722936596706535,0.680866488677012,-0.7281542321653228
733030.4375,2.0,2.0,-0.675794847290824,2.0,-0.6809632177130246,1.3085418871872623,-0.7396686124761571,0.8719019636692654,-0.7541753159123161
733030.4583333334,2.0,2.0,-0.6935187151018456,2.0,-0.695815220311442,1.3408665142597609,-0.7144291660939625,0.8733281263517266,-0.7399401037649597
733030.4791666666,2.0,2.0,-0.6384381448565738,2.0,-0.6956234844565443,1.3187297047599176,-0.7163825185126262,0.994942759625559,-0.7392416214475608
733030.5,2.0,2.0,-0.6253723175955453,2.0,-0.6442014629745142,1.600845149951908,-0.7061279683105184,0.9791932942349614,-0.7122096540487385
733030.5208333334,2.0,2.0,-0.6540343165605096,2.0,-0.679193367494138,1.7792594992779491,-0.7084621217756355,1.3283608024947167,-0.7133235790931428
733030.5416666666,1.9423296282380516,1.9423296282380516,-0.6384726239136806,2.0,-0.6807368325163392,1.8289067898385878,-0.6714882676946926,1.0716535465534274,-0.7032749706164672
733030.5625,2.0,2.0,-0.6484879991654126,2.0,-0.6836719080745689,1.8545123978852605,-0.6920591820153604,0.9108293045790699,-0.7203613859796646
733030.5833333334,2.0,2.0,-0.6755475582958513,2.0,-0.6732014825139683,1.8494577811438213,-0.6869797961765557,0.8990125809399411,-0.7288509433627242
733030.6041666666,1.5659693450503605,1.5659693450503605,-0.6756032727329727,2.0,-0.7175774132422301,1.8332630610615164,-0.7219326983978859,0.8332759315038027,-0.7720457215750737
733030.625,0.8192598024383271,0.8192598024383271,-0.636978411350812,1.9647420921688312,-0.6510049296307238,1.7600750466861075,-0.658285295784123,0.7151226564866033,-0.6848522839244143
733030.6458333334,0.44759185623690234,0.44759185623690234,-0.6703829642365599,2.0,-0.6718569694983558,1.665019140714986,-0.7025911056151806,0.6906540552218084,-0.7257640468594654
733030.6666666666,0.33408269319092504,0.33408269319092504,-0.683434920505955,2.0,-0.7107400786163097,1.3822402738384643,-0.7123310787406147,0.9250289318180359,-0.7537643852880684
733030.6875,0.18004504535871252,0.18004504535871252,-0.6613817680847169,1.4105191074538928,-0.6978119741258395,1.1286560469189182,-0.7245905934604824,1.2132193631606565,-0.736675287544024
733030.7083333334,0.3324274898199177,0.3324274898199177,-0.6537517845850357,0.9620606005756668,-0.6682582485690863,1.221287922892384,-0.6920440326288588,1.2936821532851936,-0.707684281611232
733030.7291666666,0.2203172959007553,0.2203172959007553,-0.7352997012756008,0.5495597482076413,-0.7802779891202701,1.0181883055851113,-0.7813282547391784,1.119370893322574,-0.8062340034178647
733030.75,0.06078161795067225,0.06078161795067225,-0.8161094933534985,0.8118541702727106,-0.84653930420296,0.8426458447289361,-0.8738928092137473,0.9661141691369919,-0.893887086229806
733030.7708333334,0.06435870487607419,0.06435870487607419,-0.8666583591420504,0.41855768725506304,-0.8822347677469852,0.6340364703691745,-0.9044194904455668,0.6258068639723572,-0.926001444940259
733030.7916666666,0.043251326166989575,0.043251326166989575,-0.8479209982762191,0.160033075539605,-0.8707080317879591,0.43459206234646625,-0.8829147137497896,0.4186677542478169,-0.9303821976054493
